id,Слово,Перевод,Тип,Курс,Урок
1798,üretken,"производительный, продуктивный, плодовитый",İSİMLER,B1,UNITE4
1799,varlık,"существо, богатство, актив",İSİMLER,B1,UNITE4
1800,veri,"данные, информация",İSİMLER,B1,UNITE4
1801,verimli,"производительный, плодородный, эффективный",İSİMLER,B1,UNITE4
1802,yaklaşım,"подход, приближение",İSİMLER,B1,UNITE4
1803,yokuş,"подъем, склон, спуск",İSİMLER,B1,UNITE4
1804,yorucu,"утомительный, изнурительный",İSİMLER,B1,UNITE4
1805,zekâ,"интеллект, ум, разум",İSİMLER,B1,UNITE4
1806,zihin,"ум, разум, сознание",İSİMLER,B1,UNITE4
1807,ağırlık vermek,"придавать значение, придавать вес",FİİLLER,B1,UNITE4
1808,algılamak,"воспринимать, ощущать, понимать",FİİLLER,B1,UNITE4
1809,ayrılmak,"расставаться, отделяться, уезжать",FİİLLER,B1,UNITE4
1810,dikiş tutturmak,"зашивать, накладывать швы",FİİLLER,B1,UNITE4
1811,hatır sormak,"спрашивать о здоровье, интересоваться делами",FİİLLER,B1,UNITE4
1812,istekte bulunmak,"делать запрос, подавать заявление",FİİLLER,B1,UNITE4
1813,kaynaklanmak,"происходить, вытекать, возникать",FİİLLER,B1,UNITE4
1326,kımıldamak,"шевелиться, двигаться",FİİLLER,B1,UNITE4
1814,köreltmek,"притуплять, ослаблять, затуплять",FİİLLER,B1,UNITE4
1815,mâl olmak,"обходиться (в какую-то сумму), стоить",FİİLLER,B1,UNITE4
1816,mantık yürütmek,рассуждать логически,FİİLLER,B1,UNITE4
1817,meydana gelmek,"происходить, возникать, образовываться",FİİLLER,B1,UNITE4
1818,saptamak,"определять, устанавливать, фиксировать",FİİLLER,B1,UNITE4
1819,sönmek,"гаснуть, угасать, затухать",FİİLLER,B1,UNITE4
1820,tespit etmek,"устанавливать, определять, фиксировать",FİİLLER,B1,UNITE4
1821,yer almak,"размещаться, находиться, участвовать",FİİLLER,B1,UNITE4
1822,yorumlamak,"интерпретировать, толковать",FİİLLER,B1,UNITE4
1823,alameti farika,"отличительная черта, характерная особенность",KALIP İFADELER,B1,UNITE4
1824,bakış açısı,"угол зрения, точка зрения, перспектива",KALIP İFADELER,B1,UNITE4
1825,beden dili,язык тела,KALIP İFADELER,B1,UNITE4
1826,ilgi alanı,"сфера интересов, область интересов",KALIP İFADELER,B1,UNITE4
1827,anonim,"анонимный, неизвестный",İSİMLER,B1,UNITE5
1828,çekirge,"саранча, кузнечик",İSİMLER,B1,UNITE5
1829,detoks,"детокс, очищение",İSİMLER,B1,UNITE5
1266,inanç,"вера, доверие, убеждение",İSİMLER,B1,UNITE5
1830,karamsarlık,"пессимизм, мрачный взгляд",İSİMLER,B1,UNITE5
1118,kasaba,"городок, местечко",İSİMLER,B1,UNITE5
788,kutsal,"святой, священный",İSİMLER,B1,UNITE5
1274,martı,чайка,İSİMLER,B1,UNITE5
1831,meteliksiz,"без гроша, бедный, нищий",İSİMLER,B1,UNITE5
1832,piyango,лотерея,İSİMLER,B1,UNITE5
1833,slogan,"лозунг, слоган",İSİMLER,B1,UNITE5
1834,şerit,"полоса, лента, повязка",İSİMLER,B1,UNITE5
1835,talihsiz,"несчастливый, неудачливый",İSİMLER,B1,UNITE5
1836,tebessüm,"улыбка, улыбка",İSİMLER,B1,UNITE5
1837,tekne,"лодка, судно, чан",İSİMLER,B1,UNITE5
1838,teori,теория,İSİMLER,B1,UNITE5
1839,tesadüf,"случайность, совпадение",İSİMLER,B1,UNITE5
1840,toksin,"токсин, ядовитое вещество",İSİMLER,B1,UNITE5
1841,tura,"тур, поездка, оборот",İSİMLER,B1,UNITE5
1842,yonca,"клевер, трилистник",İSİMLER,B1,UNITE5
1843,arınmak,"очищаться, избавляться, оправдываться",FİİLLER,B1,UNITE5
1844,çıldırtmak,"сводить с ума, доводить до безумия",FİİLLER,B1,UNITE5
1845,hâlsiz kalmak,"оставаться бессильным, оставаться без сил",FİİLLER,B1,UNITE5
1846,hayal kurmak,"мечтать, фантазировать",FİİLLER,B1,UNITE5
1847,olgunlaşmak,"созревать, взрослеть",FİİLLER,B1,UNITE5
1848,öfkelenmek,"сердиться, гневаться",FİİLLER,B1,UNITE5
1849,batıl inanç,"суеверие, предрассудок",KALIP İFADELER,B1,UNITE5
1850,can atmak,"жаждать, очень хотеть",KALIP İFADELER,B1,UNITE5
1851,gözden çıkarmak,"отказываться, списывать со счетов, приносить в жертву",KALIP İFADELER,B1,UNITE5
1852,iç hesaplaşma,"внутренняя борьба, самоанализ, разбор полетов",KALIP İFADELER,B1,UNITE5
1853,içini çekmek,"вздыхать, глубоко дышать",KALIP İFADELER,B1,UNITE5
1854,konsantre olmak,"концентрироваться, сосредотачиваться",KALIP İFADELER,B1,UNITE5
1855,tadını çıkarmak,"наслаждаться, получать удовольствие",KALIP İFADELER,B1,UNITE5
1856,vicdan meselesi,"вопрос совести, дело совести",KALIP İFADELER,B1,UNITE5
1857,ağırlama,"прием, угощение, гостеприимство",İSİMLER,B1,UNITE6
1858,ahretlik,"названный родственник (друг, сестра и т.д.), духовный родственник",İSİMLER,B1,UNITE6
1859,anayasa,"конституция, основной закон",İSİMLER,B1,UNITE6
1860,aşama,"этап, стадия, ступень",İSİMLER,B1,UNITE6
1861,atılgan,"смелый, решительный, энергичный",İSİMLER,B1,UNITE6
1862,bağımsız,"независимый, самостоятельный",İSİMLER,B1,UNITE6
1863,bazlama,"лепешка (тонкая), бозлама",İSİMLER,B1,UNITE6
1864,birim,"единица, подразделение, блок",İSİMLER,B1,UNITE6
1865,birleşim,"соединение, объединение, сочетание",İSİMLER,B1,UNITE6
1866,bürokratik,бюрократический,İSİMLER,B1,UNITE6
1867,cıvıl cıvıl,"оживленный, шумный, красочный",İSİMLER,B1,UNITE6
1868,çarpıcı,"броский, яркий, поразительный",İSİMLER,B1,UNITE6
1869,çıkar,"интерес, выгода, польза",İSİMLER,B1,UNITE6
1870,ekonomik,"экономический, экономный",İSİMLER,B1,UNITE6
1871,felaket,"катастрофа, бедствие",İSİMLER,B1,UNITE6
1028,gelenek,"традиция, обычай",İSİMLER,B1,UNITE6
1872,gölet,"пруд, озерцо",İSİMLER,B1,UNITE6
1873,görenek,"обычай, традиция, привычка",İSİMLER,B1,UNITE6
244,güçlü,"сильный, мощный",İSİMLER,B1,UNITE6
1874,harem,"гарем, женская половина дома",İSİMLER,B1,UNITE6
1875,humma,"лихорадка, жар, ажиотаж",İSİMLER,B1,UNITE6
1876,huzur,"покой, мир, спокойствие",İSİMLER,B1,UNITE6
1877,ibadet,"богослужение, поклонение, молитва",İSİMLER,B1,UNITE6
1878,içtenlik,"искренность, душевность",İSİMLER,B1,UNITE6
1879,ifade,"выражение, фраза, высказывание",İSİMLER,B1,UNITE6
1880,ilgi,"интерес, внимание, связь",İSİMLER,B1,UNITE6
1881,işteş,"взаимный, совместный, обоюдный",İSİMLER,B1,UNITE6
1882,karşılıklı,"взаимный, обоюдный",İSİMLER,B1,UNITE6
1883,kayıtsız,"равнодушный, безразличный",İSİMLER,B1,UNITE6
1884,kin,"ненависть, злоба",İSİMLER,B1,UNITE6
1885,kişisel,"личный, персональный",İSİMLER,B1,UNITE6
270,komik,"смешной, комичный",İSİMLER,B1,UNITE6
586,kurum,"учреждение, организация, сажа",İSİMLER,B1,UNITE6
1886,kül,"пепел, зола",İSİMLER,B1,UNITE6
962,madde,"вещество, материя, пункт",İSİMLER,B1,UNITE6
1887,mangal,"мангал, гриль, жаровня",İSİMLER,B1,UNITE6
1888,muhtaç,"нуждающийся, зависимый",İSİMLER,B1,UNITE6
1889,müessese,"учреждение, институт, заведение",İSİMLER,B1,UNITE6
1890,nadiren,"редко, изредка",İSİMLER,B1,UNITE6
1891,nefret,"ненависть, отвращение",İSİMLER,B1,UNITE6
1892,nimet,"благо, благодать, дар",İSİMLER,B1,UNITE6
1893,öğretim,"обучение, преподавание, образование",İSİMLER,B1,UNITE6
1894,ölçülü,"умеренный, сдержанный, размеренный",İSİMLER,B1,UNITE6
1895,önlem,"мера, предосторожность",İSİMLER,B1,UNITE6
1896,özne,"субъект, подлежащее",İSİMLER,B1,UNITE6
1897,platonik,платонический,İSİMLER,B1,UNITE6
1898,posa,"жмых, отходы, гуща",İSİMLER,B1,UNITE6
1899,sakar,"неловкий, неуклюжий",İSİMLER,B1,UNITE6
300,sakin,"спокойный, тихий, житель",İSİMLER,B1,UNITE6
1900,samimiyet,"искренность, откровенность",İSİMLER,B1,UNITE6
1901,sanık,"обвиняемый, подсудимый",İSİMLER,B1,UNITE6
820,saygı,уважение,İSİMLER,B1,UNITE6
1902,selamlık,"мужская половина дома, помещение для приема гостей",İSİMLER,B1,UNITE6
1903,seminer,семинар,İSİMLER,B1,UNITE6
1904,sevecenlik,"доброта, ласковость, нежность",İSİMLER,B1,UNITE6
1905,sırdaş,"доверенное лицо, наперсник",İSİMLER,B1,UNITE6
1906,sistem,система,İSİMLER,B1,UNITE6
1907,sohbet,"беседа, болтовня, разговор",İSİMLER,B1,UNITE6
1908,soy,"род, происхождение, племя",İSİMLER,B1,UNITE6
1909,sülale,"семья, род, династия",İSİMLER,B1,UNITE6
1910,tandır,"тандыр (печь), очаг",İSİMLER,B1,UNITE6
1911,unsur,"элемент, компонент",İSİMLER,B1,UNITE6
1912,üstünlük,"превосходство, преобладание, преимущество",İSİMLER,B1,UNITE6
1913,vefa,"верность, преданность, благодарность",İSİMLER,B1,UNITE6
1078,vize,виза,İSİMLER,B1,UNITE6
1914,yargıç,"судья, судья",İSİMLER,B1,UNITE6
1915,yetkili,"уполномоченный, компетентный, ответственный",İSİMLER,B1,UNITE6
1916,zahmet,"труд, хлопоты, усилие",İSİMLER,B1,UNITE6
1306,çekinmek,"стесняться, колебаться, опасаться",FİİLLER,B1,UNITE6
1917,dinmek,"стихать, утихать, прекращаться",FİİLLER,B1,UNITE6
1918,esirgemek,"жалеть, скупиться, отказывать",FİİLLER,B1,UNITE6
445,geçmek,"проходить, проезжать, сдавать (экзамен)",FİİLLER,B1,UNITE6
1146,incitmek,"ранить, причинять боль, обижать",FİİLLER,B1,UNITE6
1919,inkâr etmek,"отрицать, отказываться, отвергать",FİİLLER,B1,UNITE6
1920,katlanmak,"выдерживать, терпеть, складывать",FİİLLER,B1,UNITE6
1921,kaytarmak,"увиливать, отлынивать, сачковать",FİİLLER,B1,UNITE6
1922,kötüleşmek,"ухудшаться, портиться, становиться хуже",FİİLLER,B1,UNITE6
1232,küsmek,"дуться, обижаться, не разговаривать",FİİLLER,B1,UNITE6
1923,rahatlamak,"расслабляться, успокаиваться, облегчаться",FİİLLER,B1,UNITE6
1924,sarsılmak,"сотрясаться, колебаться, потрясаться",FİİLLER,B1,UNITE6
1925,sinirlenmek,"сердиться, злиться, раздражаться",FİİLLER,B1,UNITE6
1926,yoğunlaşmak,"концентрироваться, сгущаться, усиливаться",FİİLLER,B1,UNITE6
1927,adet yerini bulmak,"вступать в силу (о привычке, традиции), исполняться (о традиции)",KALIP İFADELER,B1,UNITE6
1928,alçak gönüllü,"скромный, смиренный",KALIP İFADELER,B1,UNITE6
1929,alım gücü,покупательная способность,KALIP İFADELER,B1,UNITE6
1930,ayakta durmak,"стоять, выдерживать",KALIP İFADELER,B1,UNITE6
1931,aynı çatı altında (yaşamak),"жить под одной крышей, жить вместе",KALIP İFADELER,B1,UNITE6
1932,bir çuval inciri berbat etmek,"испортить всё дело, разрушить всё",KALIP İFADELER,B1,UNITE6
1933,çevre kirliliği,загрязнение окружающей среды,KALIP İFADELER,B1,UNITE6
1934,üstünlük kurmak,"устанавливать превосходство, доминировать",KALIP İFADELER,B1,UNITE6
