id,Слово,Перевод,Тип,Курс,Урок
2480,filosofía,философия,İSİMLER,B1,UNIDAD2
2481,empleado,"служащий, работник",İSİMLER,B1,UNIDAD3
2482,comunista,коммунистический,SIFATLAR,B1,UNIDAD4
2483,excelente,отличный,SIFATLAR,B1,UNIDAD5
2484,reducción,сокращение,İSİMLER,B1,UNIDAD7
2485,costo,"стоимость, издержка",İSİMLER,B1,UNIDAD8
2486,caído,падение; павший,İSİMLER,B1,UNIDAD9
2487,mente,"ум, разум",İSİMLER,B1,UNIDAD10
2488,inmediatamente,немедленно,ZARFLAR,B1,UNIDAD12
2489,búsqueda,поиск,İSİMLER,B1,UNIDAD2
2490,concentración,концентрация,İSİMLER,B1,UNIDAD3
2491,derivar,"происходить, выводить",FİİLLER,B1,UNIDAD4
2492,sustancia,вещество,İSİMLER,B1,UNIDAD6
2493,presidir,председательствовать,FİİLLER,B1,UNIDAD8
2494,ciclo,цикл,İSİMLER,B1,UNIDAD9
2495,gas,газ,İSİMLER,B1,UNIDAD10
2496,ocultar,скрывать,FİİLLER,B1,UNIDAD11
2497,conmigo,со мной,ZAMİRLER,B1,UNIDAD1
2498,componente,компонент,İSİMLER,B1,UNIDAD2
2499,nueva york,Нью-Йорк,İSİMLER,B1,UNIDAD3
2500,índice,"индекс, указатель",İSİMLER,B1,UNIDAD6
2501,crimen,преступление,İSİMLER,B1,UNIDAD7
2502,educativo,образовательный,SIFATLAR,B1,UNIDAD8
2503,latino,"латинский, латиноамериканский",SIFATLAR,B1,UNIDAD11
2504,protesta,протест,İSİMLER,B1,UNIDAD12
2505,resistencia,сопротивление,İSİMLER,B1,UNIDAD1
2506,comentario,комментарий,İSİMLER,B1,UNIDAD3
2507,facultad,факультет; способность,İSİMLER,B1,UNIDAD4
2508,cuidar,заботиться,FİİLLER,B1,UNIDAD5
2509,existente,существующий,SIFATLAR,B1,UNIDAD6
2510,nada más,"только, ничего больше",EDATLAR / BAĞLAÇLAR,B1,UNIDAD7
2511,apreciar,"ценить, замечать",FİİLLER,B1,UNIDAD8
2512,espejo,зеркало,İSİMLER,B1,UNIDAD10
2513,consultar,"консультироваться, справляться",FİİLLER,B1,UNIDAD12
2514,experto,эксперт,İSİMLER,B1,UNIDAD1
2515,asesinato,убийство,İSİMLER,B1,UNIDAD2
2516,continuación,продолжение,İSİMLER,B1,UNIDAD3
2517,huir,"бежать, спасаться",FİİLLER,B1,UNIDAD4
2518,colaboración,сотрудничество,İSİMLER,B1,UNIDAD5
2519,avance,продвижение,İSİMLER,B1,UNIDAD6
2520,por lo tanto,"поэтому, следовательно",ZARFLAR,B1,UNIDAD7
2521,prisión,тюрьма,İSİMLER,B1,UNIDAD8
2522,transmitir,передавать,FİİLLER,B1,UNIDAD10
2523,papa,папа (римский); картофель,İSİMLER,B1,UNIDAD11
2524,confiar,доверять,FİİLLER,B1,UNIDAD1
2525,partida,партия; отъезд,İSİMLER,B1,UNIDAD3
2526,alejar,отдалять,FİİLLER,B1,UNIDAD6
2527,parlamentario,парламентский,SIFATLAR,B1,UNIDAD7
2528,seguido,"подряд, непрерывный",SIFATLAR,B1,UNIDAD8
2529,medir,измерять,FİİLLER,B1,UNIDAD9
2530,culpa,вина,İSİMLER,B1,UNIDAD12
2531,sindical,профсоюзный,SIFATLAR,B1,UNIDAD1
2532,preso,заключённый,İSİMLER,B1,UNIDAD3
2533,realización,осуществление,İSİMLER,B1,UNIDAD4
2534,incrementar,увеличивать,FİİLLER,B1,UNIDAD5
2535,indio,индеец; индийский,İSİMLER,B1,UNIDAD7
2536,virtud,добродетель; en virtud de,İSİMLER,B1,UNIDAD9
2537,discusión,"обсуждение, спор",İSİMLER,B1,UNIDAD10
2538,sexo,"пол, секс",İSİMLER,B1,UNIDAD11
2539,fundación,"фонд, основание",İSİMLER,B1,UNIDAD12
2540,postura,"позиция, поза",İSİMLER,B1,UNIDAD1
2541,poesía,поэзия,İSİMLER,B1,UNIDAD2
2542,lento,медленный,SIFATLAR,B1,UNIDAD3
2543,ignorar,"не знать, игнорировать",FİİLLER,B1,UNIDAD4
2544,loco,сумасшедший,SIFATLAR,B1,UNIDAD5
2545,ingresar,"поступать, вносить",FİİLLER,B1,UNIDAD6
2546,barco,"корабль, судно",İSİMLER,B1,UNIDAD7
2547,denuncia,"жалоба, донос",İSİMLER,B1,UNIDAD8
2548,únicamente,исключительно,ZARFLAR,B1,UNIDAD9
2549,luna,луна,İSİMLER,B1,UNIDAD11
2550,compra,покупка,İSİMLER,B1,UNIDAD2
2551,espectador,зритель,İSİMLER,B1,UNIDAD5
2552,soñar,"мечтать, видеть сны",FİİLLER,B1,UNIDAD6
2553,vicepresidente,вице-президент,İSİMLER,B1,UNIDAD8
2554,presidencial,президентский,SIFATLAR,B1,UNIDAD9
2555,batalla,битва,İSİMLER,B1,UNIDAD10
2556,concepción,зачатие; концепция,İSİMLER,B1,UNIDAD11
2557,carecer,быть лишённым,FİİLLER,B1,UNIDAD12
2558,comprometer,компрометировать; обязывать,FİİLLER,B1,UNIDAD1
2559,localidad,населённый пункт,İSİMLER,B1,UNIDAD2
2560,pasión,страсть,İSİMLER,B1,UNIDAD3
2561,código,"кодекс, код",İSİMLER,B1,UNIDAD4
2562,principalmente,главным образом,ZARFLAR,B1,UNIDAD5
2563,montar,"монтировать, садиться (на)",FİİLLER,B1,UNIDAD9
2564,municipio,муниципалитет,İSİMLER,B1,UNIDAD10
2565,equilibrio,равновесие,İSİMLER,B1,UNIDAD11
2566,efectivo,"действенный, эффективный",SIFATLAR,B1,UNIDAD12
2567,arrastrar,"тащить, увлекать",FİİLLER,B1,UNIDAD3
2568,porcentaje,процент,İSİMLER,B1,UNIDAD4
2569,clima,климат,İSİMLER,B1,UNIDAD5
2570,gana,"желание, охота",İSİMLER,B1,UNIDAD6
2571,acaso,"разве, случайно",ZARFLAR,B1,UNIDAD7
2572,encender,зажигать,FİİLLER,B1,UNIDAD8
2573,perseguir,преследовать,FİİLLER,B1,UNIDAD9
2574,senador,сенатор,İSİMLER,B1,UNIDAD11
2575,mental,"умственный, психический",SIFATLAR,B1,UNIDAD1
2576,atacar,атаковать,FİİLLER,B1,UNIDAD3
2577,consideración,"рассмотрение, уважение",İSİMLER,B1,UNIDAD4
2578,continuo,непрерывный,SIFATLAR,B1,UNIDAD5
2579,moneda,"монета, валюта",İSİMLER,B1,UNIDAD6
2580,lógico,логичный,SIFATLAR,B1,UNIDAD7
2581,quince,пятнадцать,İSİMLER,B1,UNIDAD8
2582,negociar,вести переговоры,FİİLLER,B1,UNIDAD10
2583,múltiple,множественный,SIFATLAR,B1,UNIDAD11
2584,generalmente,"обычно, как правило",ZARFLAR,B1,UNIDAD1
2585,por fin,наконец,ZARFLAR,B1,UNIDAD3
2586,promover,"продвигать, поощрять",FİİLLER,B1,UNIDAD4
2587,publicación,публикация,İSİMLER,B1,UNIDAD6
2588,establecimiento,"заведение, установление",İSİMLER,B1,UNIDAD7
2589,callar,молчать,FİİLLER,B1,UNIDAD8
2590,disfrutar,наслаждаться,FİİLLER,B1,UNIDAD9
2591,recurrir,"прибегать, обжаловать",FİİLLER,B1,UNIDAD10
2592,hogar,"дом, очаг",İSİMLER,B1,UNIDAD11
2593,automóvil,автомобиль,İSİMLER,B1,UNIDAD12
2594,vincular,связывать,FİİLLER,B1,UNIDAD1
2595,composición,"состав, сочинение",İSİMLER,B1,UNIDAD2
2596,diseño,"дизайн, чертёж",İSİMLER,B1,UNIDAD5
2597,londres,Лондон,İSİMLER,B1,UNIDAD6
2598,recuperación,восстановление,İSİMLER,B1,UNIDAD7
2599,inicio,начало,İSİMLER,B1,UNIDAD8
2600,fruto,плод,İSİMLER,B1,UNIDAD9
2601,paisaje,пейзаж,İSİMLER,B1,UNIDAD11
2602,belleza,красота,İSİMLER,B1,UNIDAD12
2603,notable,"заметный, выдающийся",SIFATLAR,B1,UNIDAD1
2604,depresión,"депрессия, впадина",İSİMLER,B1,UNIDAD2
2605,corrupción,коррупция,İSİMLER,B1,UNIDAD3
2606,esquema,схема,İSİMLER,B1,UNIDAD4
2607,oponer,противопоставлять,FİİLLER,B1,UNIDAD5
2608,encerrar,"запирать, заключать",FİİLLER,B1,UNIDAD6
2609,religión,религия,İSİMLER,B1,UNIDAD7
2610,reconocimiento,"признание, осмотр",İSİMLER,B1,UNIDAD8
2611,experimentar,"испытывать, экспериментировать",FİİLLER,B1,UNIDAD9
2612,sentencia,"приговор, сентенция",İSİMLER,B1,UNIDAD12
2613,autonomía,автономия,İSİMLER,B1,UNIDAD1
2614,planeta,планета,İSİMLER,B1,UNIDAD3
2615,aproximadamente,приблизительно,ZARFLAR,B1,UNIDAD4
2616,confesar,признаваться,FİİLLER,B1,UNIDAD5
2617,caliente,горячий,SIFATLAR,B1,UNIDAD6
2618,honor,честь,İSİMLER,B1,UNIDAD7
2619,católico,католический,SIFATLAR,B1,UNIDAD8
2620,completar,завершать,FİİLLER,B1,UNIDAD9
2621,embajador,посол,İSİMLER,B1,UNIDAD10
2622,criticar,критиковать,FİİLLER,B1,UNIDAD11
2623,calcular,"вычислять, рассчитывать",FİİLLER,B1,UNIDAD12
2624,tabla,"таблица, доска",İSİMLER,B1,UNIDAD1
2625,roma,Рим,İSİMLER,B1,UNIDAD2
2626,intelectual,интеллектуальный,SIFATLAR,B1,UNIDAD3
2627,socio,"партнёр, член",İSİMLER,B1,UNIDAD4
2628,círculo,круг,İSİMLER,B1,UNIDAD6
2629,plata,серебро; деньги,İSİMLER,B1,UNIDAD7
2630,colgar,вешать,FİİLLER,B1,UNIDAD8
2631,perfectamente,"совершенно, идеально",ZARFLAR,B1,UNIDAD10
2632,dominio,"господство, владение",İSİMLER,B1,UNIDAD12
2633,interrumpir,прерывать,FİİLLER,B1,UNIDAD1
2634,poderoso,могущественный,SIFATLAR,B1,UNIDAD2
2635,claramente,ясно,ZARFLAR,B1,UNIDAD3
2636,apertura,открытие,İSİMLER,B1,UNIDAD5
2637,periodo,период,İSİMLER,B1,UNIDAD7
2638,campeón,чемпион,İSİMLER,B1,UNIDAD8
2639,despacho,"кабинет, отправка",İSİMLER,B1,UNIDAD10
2640,petición,"просьба, ходатайство",İSİMLER,B1,UNIDAD11
2641,reflexión,"размышление, отражение",İSİMLER,B1,UNIDAD12
2642,cuento,"рассказ, сказка",İSİMLER,B1,UNIDAD2
2643,cristiano,христианский,SIFATLAR,B1,UNIDAD3
2644,observación,"наблюдение, замечание",İSİMLER,B1,UNIDAD5
2645,investigador,исследователь,İSİMLER,B1,UNIDAD6
2646,garantía,гарантия,İSİMLER,B1,UNIDAD8
2647,policial,полицейский,SIFATLAR,B1,UNIDAD10
2648,respecto,"отношение, уважение",İSİMLER,B1,UNIDAD11
2649,arrancar,"вырывать, заводить (мотор)",FİİLLER,B1,UNIDAD12
2650,recientemente,недавно,ZARFLAR,B1,UNIDAD2
2651,vuelo,"полёт, рейс",İSİMLER,B1,UNIDAD6
2652,pista,"дорожка, след, подсказка",İSİMLER,B1,UNIDAD7
2653,transformación,преобразование,İSİMLER,B1,UNIDAD8
2654,juzgar,судить,FİİLLER,B1,UNIDAD9
2655,tardar,"занимать время, опаздывать",FİİLLER,B1,UNIDAD10
2656,ah,"ах, а",KALIP İFADELER,B1,UNIDAD11
2657,universal,"всеобщий, универсальный",SIFATLAR,B1,UNIDAD12
2658,rama,"ветвь, отрасль",İSİMLER,B1,UNIDAD2
2659,modificación,изменение,İSİMLER,B1,UNIDAD3
2660,fino,"тонкий, изысканный",SIFATLAR,B1,UNIDAD4
2661,aéreo,"воздушный, авиа-",SIFATLAR,B1,UNIDAD6
2662,santiago,Сантьяго,İSİMLER,B1,UNIDAD10
2663,moda,мода,İSİMLER,B1,UNIDAD11
2664,atentado,"покушение, теракт",İSİMLER,B1,UNIDAD12
2665,guatemala,Гватемала,İSİMLER,B1,UNIDAD1
2666,soportar,"выдерживать, терпеть",FİİLLER,B1,UNIDAD2
2667,preparación,подготовка,İSİMLER,B1,UNIDAD3
2668,equivocar,ошибаться,FİİLLER,B1,UNIDAD4
2669,washington,Вашингтон,İSİMLER,B1,UNIDAD5
2670,químico,химический,SIFATLAR,B1,UNIDAD6
2671,subrayar,подчёркивать,FİİLLER,B1,UNIDAD8
2672,a través del,"через, посредством",EDATLAR / BAĞLAÇLAR,B1,UNIDAD9
2673,productor,производитель,İSİMLER,B1,UNIDAD10
2674,inteligencia,"ум, разведка",İSİMLER,B1,UNIDAD1
2675,cadáver,труп,İSİMLER,B1,UNIDAD2
2676,perdonar,прощать,FİİLLER,B1,UNIDAD3
2677,significado,значение,İSİMLER,B1,UNIDAD10
2678,al igual que,так же как,EDATLAR / BAĞLAÇLAR,B1,UNIDAD11
2679,global,глобальный,SIFATLAR,B1,UNIDAD12
2680,olor,запах,İSİMLER,B1,UNIDAD2
2681,penal,уголовный,SIFATLAR,B1,UNIDAD3
2682,resistir,сопротивляться,FİİLLER,B1,UNIDAD4
2683,tecnológico,технологический,SIFATLAR,B1,UNIDAD5
2684,festival,фестиваль,İSİMLER,B1,UNIDAD7
2685,telefónico,телефонный,SIFATLAR,B1,UNIDAD8
2686,placer,удовольствие,İSİMLER,B1,UNIDAD10
2687,renunciar,отказываться,FİİLLER,B1,UNIDAD12
2688,papá,"папа, отец",İSİMLER,B1,UNIDAD1
2689,influir,влиять,FİİLLER,B1,UNIDAD2
2690,punta,"кончик, остриё",İSİMLER,B1,UNIDAD3
2691,disparar,стрелять,FİİLLER,B1,UNIDAD4
2692,golpear,ударять,FİİLLER,B1,UNIDAD5
2693,inmenso,огромный,SIFATLAR,B1,UNIDAD6
2694,definición,определение,İSİMLER,B1,UNIDAD7
2695,acusación,обвинение,İSİMLER,B1,UNIDAD9
2696,auto,авто; постановление суда,İSİMLER,B1,UNIDAD10
2697,desde luego,разумеется,ZARFLAR,B1,UNIDAD11
2698,coronel,полковник,İSİMLER,B1,UNIDAD12
2699,firme,"твёрдый, стойкий",SIFATLAR,B1,UNIDAD1
2700,soltar,"отпускать, ронять",FİİLLER,B1,UNIDAD2
2701,detectar,обнаруживать,FİİLLER,B1,UNIDAD3
2702,en relación con,в связи с,EDATLAR / BAĞLAÇLAR,B1,UNIDAD4
2703,presunto,предполагаемый,SIFATLAR,B1,UNIDAD5
2704,cargar,"грузить, заряжать",FİİLLER,B1,UNIDAD7
2705,suspender,приостанавливать,FİİLLER,B1,UNIDAD8
2706,ejecutar,"исполнять, казнить",FİİLLER,B1,UNIDAD9
2707,especialista,специалист,İSİMLER,B1,UNIDAD10
2708,útil,полезный,SIFATLAR,B1,UNIDAD11
2709,finalizar,завершать,FİİLLER,B1,UNIDAD12
2710,alcohol,алкоголь,İSİMLER,B1,UNIDAD1
2711,conformar,"составлять, формировать",FİİLLER,B1,UNIDAD2
2712,tren,поезд,İSİMLER,B1,UNIDAD4
2713,orgánico,органический,SIFATLAR,B1,UNIDAD5
2714,utilización,использование,İSİMLER,B1,UNIDAD7
2715,mando,"командование, пульт",İSİMLER,B1,UNIDAD8
2716,potencia,"держава, мощность",İSİMLER,B1,UNIDAD10
2717,invertir,инвестировать; переворачивать,FİİLLER,B1,UNIDAD11
2718,menudo,мелкий; a menudo — часто,SIFATLAR,B1,UNIDAD12
2719,alzar,поднимать,FİİLLER,B1,UNIDAD1
2720,gozar,наслаждаться,FİİLLER,B1,UNIDAD2
2721,progreso,прогресс,İSİMLER,B1,UNIDAD3
2722,salvo,"кроме, за исключением",SIFATLAR,B1,UNIDAD4
2723,patria,родина,İSİMLER,B1,UNIDAD5
2724,acceder,получать доступ; соглашаться,FİİLLER,B1,UNIDAD6
2725,padecer,страдать,FİİLLER,B1,UNIDAD7
2726,campesino,крестьянин,İSİMLER,B1,UNIDAD8
2727,anuncio,"объявление, реклама",İSİMLER,B1,UNIDAD9
2728,residencia,"резиденция, проживание",İSİMLER,B1,UNIDAD10
2729,seguramente,наверняка,ZARFLAR,B1,UNIDAD11
2730,eficaz,эффективный,SIFATLAR,B1,UNIDAD12
2731,consciente,"сознательный, осознающий",SIFATLAR,B1,UNIDAD1
2732,nuevamente,вновь,ZARFLAR,B1,UNIDAD2
2733,cultivo,"выращивание, культура",İSİMLER,B1,UNIDAD4
2734,infantil,детский,SIFATLAR,B1,UNIDAD6
2735,conocido,известный,SIFATLAR,B1,UNIDAD7
2736,envolver,"оборачивать, вовлекать",FİİLLER,B1,UNIDAD8
2737,solidaridad,солидарность,İSİMLER,B1,UNIDAD9
2738,instancia,инстанция; заявление,İSİMLER,B1,UNIDAD10
2739,cooperación,сотрудничество,İSİMLER,B1,UNIDAD12
2740,exportación,экспорт,İSİMLER,B1,UNIDAD2
2741,hambre,голод,İSİMLER,B1,UNIDAD3
2742,consejero,советник,İSİMLER,B1,UNIDAD4
2743,oficio,"ремесло, должность",İSİMLER,B1,UNIDAD5
2744,rápidamente,быстро,ZARFLAR,B1,UNIDAD6
2745,lejano,далёкий,SIFATLAR,B1,UNIDAD9
2746,brillante,блестящий,SIFATLAR,B1,UNIDAD10
2747,llamada,"звонок, призыв",İSİMLER,B1,UNIDAD11
2748,entorno,окружение,İSİMLER,B1,UNIDAD12
2749,poema,"стихотворение, поэма",İSİMLER,B1,UNIDAD1
2750,columna,"колонка, колонна",İSİMLER,B1,UNIDAD2
2751,originar,"порождать, происходить",FİİLLER,B1,UNIDAD3
2752,en cuanto,как только; поскольку,ZARFLAR,B1,UNIDAD4
2753,intensidad,интенсивность,İSİMLER,B1,UNIDAD6
2754,asesinar,убивать,FİİLLER,B1,UNIDAD8
2755,héroe,герой,İSİMLER,B1,UNIDAD9
2756,risa,смех,İSİMLER,B1,UNIDAD11
2757,capa,"слой, плащ",İSİMLER,B1,UNIDAD12
2758,aventura,приключение,İSİMLER,B1,UNIDAD3
2759,violento,"насильственный, яростный",SIFATLAR,B1,UNIDAD4
2760,polvo,"пыль, порошок",İSİMLER,B1,UNIDAD6
2761,tropa,войско,İSİMLER,B1,UNIDAD7
2762,pausa,пауза,İSİMLER,B1,UNIDAD8
2763,seleccionar,отбирать,FİİLLER,B1,UNIDAD9
2764,quemar,жечь,FİİLLER,B1,UNIDAD10
2765,elaboración,"разработка, изготовление",İSİMLER,B1,UNIDAD11
2766,liberación,освобождение,İSİMLER,B1,UNIDAD12
2767,robar,красть,FİİLLER,B1,UNIDAD2
2768,creciente,растущий,SIFATLAR,B1,UNIDAD3
2769,procurar,"стараться, обеспечивать",FİİLLER,B1,UNIDAD4
2770,nicaragua,Никарагуа,İSİMLER,B1,UNIDAD5
2771,miami,Майами,İSİMLER,B1,UNIDAD6
2772,correcto,правильный,SIFATLAR,B1,UNIDAD7
2773,izquierdo,левый,SIFATLAR,B1,UNIDAD9
2774,amistad,дружба,İSİMLER,B1,UNIDAD10
2775,motor,двигатель,İSİMLER,B1,UNIDAD11
2776,acostumbrar,"приучать, привыкать",FİİLLER,B1,UNIDAD12
2777,girar,"вращать(ся), поворачивать",FİİLLER,B1,UNIDAD2
2778,con respecto a,относительно,EDATLAR / BAĞLAÇLAR,B1,UNIDAD3
